id,Address,Response_Address,Response_X,Response_Y
新北獸醫業字第331號,新北市林口區中山路62號,,,
高市獸師開字第292號,高雄市鼓山區篤敬路1號,,,
桃獸師開執字第244號,桃園市中山北路189號,,,
彰府農防師開字第131號,彰化縣溪湖鎮大突里地政路31號1樓,,,
南市獸開字第140號,臺南市北區林森路3段112號,,,
桃獸師開執字第243號,桃園市大興路207號1、2樓,,,
竹市府產農字第980078667號,新竹市北區武陵路2-1號,,,
府農漁開字第35號,花蓮縣光復鄉中興路568號,,,
桃獸師開執字第242號,桃園市楊梅區永美路502號1樓,,,
北市獸業字第469號,臺北市中山區吉林路173號1樓,,,
新北獸醫業字第329號,新北市新店區安祥路104-7號GF,,,
北市獸業字第467號,臺北市士林區文林路311號1樓,,,
北市獸業字第468號,臺北市文山區景文街29號1樓,,,
投府農畜師開字第29號,南投縣南投市信義街5巷42-1號,,,
桃獸師開執字第241號,桃園市桃園區三民路三段579號,,,
北市獸業字第466號,臺北市士林區承德路4段183號1樓,,,
屏獸開字第105號,屏東市中山路61-12號,,,
高市獸師開字第291號,高雄市楠梓區楠梓路132號,,,
新北獸醫業字第328號,新北市永和區民權路7號1樓,,,
中市獸醫開字第274號,台中市南區樹德里德祥街72號,,,
南市獸開字第139號,臺南市新營區健康路32號,,,
北市獸業字第465號,臺北市內湖區舊宗路1段30巷13號1樓,,,
北市獸業字第464號,臺北市萬華區西園路2段194號,,,
嘉府獸師開字第73號,嘉義縣民雄鄉中和村魚寮仔6鄰29號,,,
屏獸開字第104號,屏東縣新園鄉田洋村仙隆路363號,,,
中市獸醫開字第272號,台中市西屯區櫻花路128號,,,
高市獸師開字第290號,高雄市彌陀區中正路14號,,,
新北獸醫業字第327號,新北市中和區復興路300號1樓,,,
屏獸開字第103號,屏東縣佳冬鄉萬建村忠信街426巷13號,,,
高市獸師開字第289號,高雄市岡山區介壽西路129號,,,
雲診字第86號,雲林縣西螺鎮漢光里平和南路378.380號,,,
中市獸醫開字第270號,臺中市豐原區圓環東路299號壹樓,,,
中市獸醫開字第271號,台中市西屯區福雅路51號(含地下室),,,
高市獸師開字第288號,高雄市苓雅區復興二路13-3號,,,
北市獸業字第461號,臺北市內湖區康寧路3段169-1號1樓,,,
北市獸業字第462號,臺北市信義區忠孝東路4段559巷30號1樓,,,
桃獸師開執字第239號,桃園市大園區中正東路5號,,,
南市獸開字第137號,臺南市麻豆區中山路116號,,,
投府農畜師開字第28號,南投縣草屯鎮博愛路407號,,,
彰府農防師開字第130號,彰化縣埤頭鄉平原村華泰一街18號,,,
南市獸開字第136號,臺南市柳營區柳營路1段518號,,,
竹市府產農字第980078665號,新竹市光復路1段362-12號,,,
新北獸醫業字第326號,新北市土城區金城路二段388號,,,
新北獸醫業字第325號,新北市泰山區新北大道5段236號,,,
北市獸業字第460號,臺北市中正區羅斯福路3段316巷9弄1號,,,
中市獸醫開字第269號,台中市北區健行路371號,,,
彰府農防師開字第129號,彰化縣和美鎮仁美路165號,,,
桃獸師開執字第238號,平鎮市環南路460之3號,,,
桃獸師開執字第237號,桃園市中山路956巷152弄9號,,,
新北獸醫業字第324號,新北市樹林區大雅路370號,,,
桃獸師開執字第236號,桃園市中正路637號,,,
彰府農防師開字第128號,彰化縣北斗鎮中山路1段260巷36弄16號,,,
彰府農防師開字第127號,彰化縣員林鎮靜修東路53號,,,
新北獸醫業字第252號,新北市三重區重新路三段31-3號1樓,,,
北市獸業字第458號,臺北市文山區羅斯福路6段6號,,,
中市獸醫開字第268號,台中市大雅區雅潭路4段668號,,,
北市獸業字第457號,臺北市中山區北安路554巷33號1樓,,,
中市獸醫開字第267號,台中市太平區中興東路164號,,,
中市獸醫開字第266號,臺中市沙鹿區台灣大道七段1000號,,,
北市獸業字第456號,臺北市文山區木新路3段321號1樓,,,
新北獸醫業字第323號,新北市板橋區文化路二段255號,,,
中市獸醫開字第265號,臺中市南屯區大墩17街125號,,,
南市獸開字第135號,臺南市東區東光路2段78號,,,
嘉府獸師開字第72號,嘉義縣中埔鄉金蘭村2鄰4號,,,
北市獸業字第455號,臺北市北投區大業路541號1樓,,,
(102)疫政字第1號,金門縣金城鎮民族路219號,,,
屏獸開字第99號,屏東市信義路141-1號,,,
中市獸醫開字第264號,台中市北屯區文心路四段690號,,,
竹市府產農字第980078659號,新竹市北區武陵路16號1樓,,,
新北獸醫業字第321號,新北市泰山區明志路一段317號,,,
高市獸師開字第287號,高雄市鳳山區中山東路105號,,,
南市獸開字第134號,臺南市安平區民權路四段523號,,,
高市獸師開字第286號,高雄市三民區明吉路32號,,,
投府農畜師開字第26號,南投縣草屯鎮太平路202號,,,
投府農畜師開字第27號,南投縣草屯鎮太平路2段188號,,,
新北獸醫業字第320號,新北市三重區自強路1段197號1樓,,,
新北獸醫業字第319號,新北市三重區三和路三段20號,,,
北市獸業字第454號,臺北市信義區松隆路227號1樓及B1,,,
中市獸醫開字第263號,台中市大里區爽文路899號,,,
高市獸師開字第285號,高雄市湖內區中山路一段584號,,,
高市獸師開字第284號,高雄市三民區哈爾濱街29號,,,
高市獸師開字第283號,高雄市岡山區大義二路72號,,,
東府獸師開字第17號,台東市中興路2段450巷12號1樓,,,
新北獸醫業字第318號,新北市三重區信義街4號,,,
彰府農防師字第126號,彰化縣田中鎮大社路1段317號,,,
桃獸師開執字第235號,桃園市國際路二段194號,,,
嘉市獸開字第89號,嘉義市東區大雅路二段454號1樓,,,
基市獸開字第29號,基隆市安樂區樂利二街62巷74號1樓,,,
雲診字第88號,雲林縣斗六市榴中里石榴路104之5號,,,
南市獸開字第133號,臺南市永康區民族路145巷87號,,,
竹縣字第27號,新竹縣竹北市成功八路128號,,,
高市獸師開字第282號,高雄市鳳山區博愛路107號,,,
高市獸師開字第281號,高雄市楠梓區惠民路153號,,,
新北獸醫業字第317號,新北市林口區忠孝路372號,,,
高市獸師開字第280號,高雄市三民區明哲路17號,,,
高市獸師開字第279號,高雄市鳳山區經武路346號,,,
高市獸師開字第278號,高雄市苓雅區光華一路23號,,,
桃獸師開執字第234號,桃園市桃園區大興西路二段176號,,,
彰府農防師開字第125號,彰化縣田中鎮員集路2段558號,,,
高市獸師開字第277號,高雄市左營區博愛三路500號1、2樓,,,
屏獸開字第98號,屏東市武威街30號,,,
苗縣獸師開字第101036號,苗栗縣銅鑼鄉銅鑼村郵電街13號,,,
北市獸業字第453號,臺北市萬華區萬大路365號1樓,,,
基府獸開字第2號,基隆市忠四路8號,,,
中市獸醫開字第262號,台中市大里區美群路46號1F及2F,,,
府農漁開字第33號,花蓮縣瑞穗鄉瑞祥村祥北路二段148號,,,
新北獸醫業字第316號,新北市三重區中正北路23號1樓及2樓,,,
中市獸醫開字第261號,台中市清水區中華路442巷7號,,,
桃獸師開執字第233號,桃園市國際路一段1172號,,,
高市獸師開字第276號,高雄市阿蓮區港後里港後路26-13號,,,
中市獸醫開字第260號,台中市北屯區中清路99-29號,,,
新北獸醫業字第315號,新北市土城區中央路2段8號1樓,,,
新北獸醫業字第314號,新北市中和區中山路2段167號,,,
新北獸醫業字第313號,新北市淡水區中正東路2段121號,,,
苗縣獸師開字第101035號,後龍鎮大庄里光華路432號,,,
竹市府產農字第980078651號,新竹市東區建美路45號,,,
中市獸醫開字第259號,台中市西區林森路96號,,,
東府獸師開字第16號,臺東市傳廣路107號,,,
中市獸醫開字第258號,台中市南區國光路58號,,,
苗縣獸師開字第101034號,苗栗縣竹南鎮大厝里24鄰國昌街205巷2號,,,
新北獸醫業字第312號,新北市新莊區中正路891-32號,,,
桃獸師開執字第217號,龜山鄉忠義路二段519號,,,
高市獸師開字第275號,高雄市三民區建工路611號,,,
桃獸師開執字第232號,中壢市環中東路2段112號,,,
中市獸醫開字第257號,臺中市南屯區黎明路二段165號1樓,,,
高市獸師開字第274號,高雄市苓雅區成功一路163號,,,
彰府農防師開字第123號,彰化縣芳苑鄉安家新村1街41號,,,
彰府農防師開字第124號,彰化縣溪湖鎮員鹿路2段570號,,,
新北獸醫業字第311號,新北市永和區福和路75號,,,
高市獸師開字第273號,高雄市鳳山區光復路一段26號,,,
南市獸開字第130號,台南市南區中華西路一段310號,,,
高市獸師開字第272號,高雄市苓雅區金門街84號,,,
屏獸開字第97號,屏東縣恆春鎮恆南路56-3號,,,
北市獸業字第452號,臺北市大安區辛亥路2段143號1樓,,,
彰府農防師開字第122號,彰化縣員林鎮中正路150號,,,
嘉府獸師開字第71號,嘉義縣水上鄉崎子頂27-52號,,,
嘉府獸師開字第70號,嘉義縣民雄鄉福樂村埤角1之20號,,,
新北獸醫業字第310號,新北市樹林區中華路6-3號,,,
北市獸業字第447號,臺北市士林區中正路629號1樓,,,
北市獸業字第448號,臺北市南港區東新街132號1樓,,,
桃獸師開執字第231號,蘆竹鄉大竹路319號,,,
新北獸醫業字第309號,新北市板橋區文化路二段500號1樓,,,
宜縣獸業字第21號,宜蘭市宜興路二段100號,,,
嘉府獸師開字第69號,嘉義縣六腳鄉豐美村港尾寮185號,,,
新北獸醫業字第308號,新北市三重區重新路四段20號,,,
府農漁開字第32號,花蓮縣吉安鄉永安村吉安路一段81號,,,
南市獸開字第128號,臺南市安平區平通路377號,,,
南市獸開字第127號,臺南市中西區西賢街61號,,,
中市獸醫開字第255號,台中市西區五權路2-199號,,,
嘉府獸師開字第68號,嘉義縣布袋鎮中安里中厝95號,,,
桃獸師開執字第228號,桃園市蘆竹區桃園街178號,,,
桃獸師開執字第227號,蘆竹鄉中正路352號,,,
桃獸師開執字第226號,龜山鄉文興路128號,,,
新北獸醫業字第306號,新北市蘆洲區長安街62號1樓,,,
新北獸醫業字第248號,新北市三峽區民生街2-2號,,,
新北獸醫業字第305號,新北市林口區文化二路1段88號,,,
北市獸業字第446號,臺北市大同區民權西路270之2號,,,
屏獸開字第96號,屏東縣恆春鎮山腳里恆南路105-1號,,,
新北獸醫業字第212號,新北市板橋區海山路11號1樓,,,
竹縣字第26號,新竹縣關西鎮中山東路212號,,,
北市獸業字第445號,臺北市大安區瑞安街45號1樓,,,
屏獸開字第95號,屏東縣萬丹鄉和平西路36號,,,
中市獸醫開字第253號,臺中市大里區中興路二段386-4號,,,
中市獸醫開字第252號,台中市北屯區大連路二段22號1樓(含地下室),,,
新北獸醫業字第303號,新北市三重區福德北路71號,,,
桃獸師開執字第224號,桃園市莊二街75號,,,
北市獸業字第443號,臺北市文山區羅斯福路6段206號1樓,,,
北市獸業字第442號,臺北市北投區中央北路2段60-1號1樓,,,
中市獸醫開字第251號,台中市太平區中興路118-2號,,,
中市獸醫開字第250號,台中市大里區中興路二段471號,,,
嘉市獸開字第88號,嘉義市民族路668號,,,
新北獸醫業字第301號,新北市新店區北新路1段345號,,,
屏獸開字第94號,屏東縣東港鎮中正路ㄧ段96號,,,
中市獸醫開字第249號,臺中市豐原區中山路157號,,,
嘉府獸師開字第67號,嘉義縣太保市春珠里97-11號,,,
北市獸業字第441號,臺北市松山區南京東路3段256巷55號,,,
高市獸師開字第270號,高雄市楠梓區軍校路724號,,,
北市獸業字第440號,臺北市士林區德行東路189號1樓,,,
中市獸醫開字第248號,臺中市梧棲區大?里光復路28號,,,
中市獸醫開字第247號,臺中市沙鹿區中山路463巷1號,,,
投府農畜師開字第25號,南投縣草屯鎮敦和路50-4,,,
彰府農防師開字第120號,彰化市彰南路1段405號,,,
中市獸醫開字第245號,臺中市西區博館路157號,,,
新北獸醫業字第298號,新北市板橋區文化路1段182號,,,
高市獸師開字第268號,高雄市前鎮區光華2路314號,,,
嘉市獸開字第87號,嘉義市新民路580號,,,
彰府農防師開字第119號,彰化縣溪湖鎮員鹿路2段473號,,,
嘉府獸師開字第66號,嘉義縣溪口鄉溪東村民生街95巷15號,,,
屏獸開字第93號,屏東縣九如鄉五權路101號,,,
中市獸醫開字第244號,臺中市南區工學路13-10號,,,
中市獸醫開字第243號,臺中市南屯區文心南三路538號,,,
高縣獸醫開字第27號,高雄市鳳山區五甲一路220號,,,
南市獸開字第126號,台南市永康區永明街65號,,,
北市獸業字第438號,臺北市信義區松山路275號,,,
桃獸師開執字第223號,八德市介壽路二段1072號,,,
竹市府產農字第990049644號,新竹市中華路二段224號,,,
南市獸開字第125號,臺南市安南區同安路128號,,,
彰府農防師開字第117號,彰化市中正路2段751號,,,
桃獸師開執字第222號,中壢市環中東路189之1號,,,
高市獸師開字第267號,高雄市左營區大中二路260號,,,
高縣獸醫開字第241號,高雄市岡山區仁義里岡山路33號,,,
北市獸業字第437號,臺北市大同區重慶北路3段138、140號,,,
南市獸開字第124號,臺南市新營區新東里27鄰東光街82巷18號,,,
新北獸醫業字第52號,新北市林口區中山路281號1樓,,,
北市獸業字第436號,臺北市大安區建國南路2段31號,,,
彰府農防師開字第116號,彰化市中正路2段823號,,,
嘉市獸開字第86號,嘉義市博東路273號,,,
高市獸師開字第266號,高雄市岡山區前鋒里公園西路三段92號,,,
新北獸醫業字第294號,新北市中和區安平路200-1號,,,
嘉市獸開字第85號,嘉義市興業東路275號,,,
中市獸醫開字第239號,臺中市西屯區中工三路66號,,,
中市獸醫開字第238號,臺中市國光路2段318號,,,
北市獸業字第434號,臺北市松山區八德路4段520號1樓,,,
北市獸業字第433號,臺北市大安區和平東路3段324號,,,
桃獸師開執字第151號,桃園市三民路一段191號,,,
彰府農防師開字第115號,彰化縣鹿港鎮彰鹿路7段637號,,,
新北獸醫業字第293號,新北市板橋區文化路2段139號1樓,,,
南市獸開字第123號,臺南市永康區中華路103號2樓,,,
桃獸師開執字第138號,桃園市桃園區永安路854號,,,
中市獸醫開字第236號,臺中市豐原區中陽里16鄰圓環東路553號,,,
嘉府獸師開字第65號,嘉義縣民雄鄉豐收村好收199號,,,
北市獸業字第430號,臺北市文山區羅斯福路5段17號,,,
新北獸醫業字第255號,新北市中和區中山路3段122號1樓,,,
桃獸師開執字第153號,桃園市經國路232號1樓,,,
南市獸開字第121號,臺南市學甲區仁德里1鄰建國路27-1號,,,
北市獸業字第429號,臺北市大安區金華街217號,,,
北市獸業字第428號,臺北市中山區北安路462號1樓,,,
高市獸師開字第264號,高雄市三民區北平一街175號,,,
新北獸醫業字第291號,新北市土城區金城路三段173號,,,
苗縣獸師開字第97032號,苗栗市中正路72-1號,,,
高市獸師開字第263號,高雄市苓雅區苓雅一路31號一、二樓,,,
北市獸業字第426號,臺北市大安區信義路4段406、408號1、2樓,,,
南市獸開字第120號,臺南市北區長榮路5段425號,,,
中市獸醫開字第235號,臺中市太平區太平路643號,,,
北市獸業字第425號,臺北市中山區天祥路3號1樓,,,
北市獸業字第424號,臺北市中山區北安路458巷47弄10號1樓,,,
高市獸師開字第262號,高雄市楠梓區德民路208號,,,
高市獸師開字第261號,高雄市苓雅區同慶路108號,,,
桃獸師開執字第150號,中壢市延平路583號,,,
彰府農防師開字第112號,彰化市四維路69巷38號,,,
彰府農防師開字第111號,彰化縣員林鎮浮圳路2段352之1號,,,
彰府農防師開字第110號,彰化縣二林鎮後厝里五權街13號,,,
高市獸師開字第260號,高雄市鳳山區新富路326號,,,
府授畜防字第1003900011號,澎湖縣白沙鄉講美村138-1號,,,
新北獸醫業字第290號,新北市新店區中興路一段261號,,,
新北獸醫業字第289號,新北市林口區竹林路17號,,,
基市獸開字第28號,基隆市信義區深溪路130號1樓,,,
中市獸醫開字第232號,臺中市西屯區大隆路149號,,,
高市獸師開字第259號,高雄市鼓山區大順一路935號,,,
高市獸師開字第258號,高雄市梓官區赤西里6鄰赤崁南路136號,,,
北市獸業字第419號,臺北市中山區北安路642號1樓,,,
北市獸業字第420號,臺北市內湖區文德路93號1樓,,,
桃獸師開執字第197號,桃園市民族路97號,,,
高市獸師開字第255號,高雄市三民區覺民路524號,,,
高市獸師開字第257號,高雄市前鎮區正勤路9號,,,
新北獸醫業字第288號,新北市八里區中山路二段421號1樓,,,
彰府農防師開字第108號,彰化縣二林鎮斗苑路4段241號,,,
新北獸醫業字第286號,新北市新莊區中正路853號,,,
新北獸醫業字第285號,新北市樹林區中正路506號,,,
中市獸醫開字第218號,台中市青海路二段207-2號,,,
北市獸業字第416號,臺北市中山區建國北路3段101號,,,
嘉府獸師開字第64號,嘉義縣民雄鄉三興村南華路2段76號,,,
高市獸師開字第236號,高雄市鳳山區忠義街166號,,,
高市獸師開字第254號,高雄市大寮區鳳林三路674號,,,
竹縣字第25號,新竹縣竹北市科大一路286號,,,
北市獸業字第413號,臺北市北投區明德路115號1樓,,,
高縣獸醫開字第383號,高雄市橋頭區隆豐路223號,,,
雲診字第85號,雲林縣斗南鎮西歧里建國一路55號,,,
桃獸師開執字第219號,桃園市中山路928號,,,
中縣畜開字第144號,豐原區圓環南路235號,,,
府農漁開字第31號,花蓮縣玉里鎮和平路60號,,,
基市獸開字第27號,基隆市東明路159號,,,
北縣獸醫業字第282號,新北市淡水區民族路33巷16-19號1樓,,,
中市獸醫開字第207號,台中市西屯區台灣大道三段292號,,,
高市獸師開字第253號,高雄市前鎮區鎮北里前鎮街101號,,,
雲診字第84號,雲林縣斗六市永安路110號,,,
高縣獸醫開字第379號,高雄市鳳山區武慶二路74號,,,
竹市府產農字第990049638號,新竹市竹光路98號,,,
北縣獸醫業字第281號,新北市三重區集賢路40號及42號1樓,,,
南市獸開字第119號,臺南市北區文賢路1086號,,,
北市獸業字第411號,臺北市信義區仁愛路4段452巷8號1樓,,,
南縣獸師診開字第189號,台南市麻豆區保安里8鄰文昌路17-5號,,,
桃獸師開執字第216號,桃園市大有路445號1樓,,,
北縣獸醫業字第278號,新北市新店區光明街157號1樓,,,
北市獸業字第410號,臺北市大安區基隆路2段124號,,,
北縣獸醫業字第277號,新北市新店區 中興里檳榔路9號,,,
高市獸師開字第252號,高雄市鼓山區文忠路135號,,,
北市獸業字第264號,臺北市南港區忠孝東路7段571號1樓,,,
基市獸開字第26號,基隆市仁四路17之1 號,,,
桃獸師開執字第214號,中壢市環北路562號,,,
南市獸開字第118號,台南市勝利路391號,,,
中市獸醫開字第231號,臺中市西屯區太原路一段211號,,,
雲診字第82號,雲林縣虎尾鎮院前街18號,,,
苗縣獸師開字第97031號,竹南鎮光復路436號,,,
中市獸醫開字第230號,臺中市北區德化街227號,,,
桃獸師開執字第166號,桃園市中壢區新生路286號,,,
北縣獸醫業字第274號,新北市汐止區明峰街39號1樓、B1,,,
桃獸師開執字第86號,桃園市中壢區中華路一段426號,,,
北縣獸醫業字第273號,新北市鶯歌區光明街24號,,,
高市獸師開字第251號,高雄市新興區七賢一路462號,,,
桃獸師開執字第213號,桃園市中正路836號,,,
屏獸開字第91號,屏東縣里港鄉鐵店路34-13號,,,
南市獸開字第117號,台南市南門路179-4號,,,
中市獸醫開字第229號,臺中市南屯區文心路一段372號,,,
嘉府獸師開字第63號,嘉義縣民雄鄉建國路2段185-13號,,,
北縣獸醫業字第272號,新北市板橋區篤行路三段64號1樓,,,
北市獸業字第405號,臺北市內湖區成功路3段150號1樓,,,
北市獸業字第406號,臺北市北投區石牌路1段95號1樓,,,
中市獸醫開字第228號,臺中市南屯區豐樂里20鄰文心南三路691號,,,
高市獸師開字第249號,高雄市楠梓區德民路970號,,,
苗縣獸開字第97030號,通霄鎮福德路5號,,,
中縣畜開字第142號,台中市龍井區遊園南路277號,,,
北市獸業字第404號,臺北市松山區延壽街390號1樓,,,
北市獸業字第402號,臺北市大同區民生西路247、249號1、2樓,,,
中縣畜開字第141號,台中市大里區仁化路770號,,,
彰府農防師開字第106號,彰化縣員林鎮中山路2段277巷49號,,,
北縣獸醫業字第271號,新北市瑞芳區一坑路32-3號1樓,,,
北市獸業字第399號,臺北市中山區民生東路2段45號1樓及2樓,,,
南市獸開字第116號,臺南市北區北安路1段271號,,,
北市獸業字第398號,臺北市中山區錦州街371號1樓,,,
北市獸業字第395號,臺北市大同區重慶北路3段17號,,,
南縣獸師診開字第187號,台南市仁德區中正西路20號,,,
北市獸業字第394號,臺北市中正區羅斯福路2段7-4號,,,
高市獸師開字第248號,高雄市左營區榮總路396號,,,
嘉市獸開字第83號,嘉義市仁愛路236號,,,
北市獸業字第393號,台北市中正區寧波西街88號1樓,,,
高市獸師開字第247號,高雄市左營區博愛二路202號,,,
高縣獸醫開字第369號,高雄市仁武區大灣里八德南路576號,,,
北市獸業字第391號,臺北市信義區吳興街478號1樓,,,
中市獸醫開字第227號,臺中市北區健行路865號,,,
嘉府獸師開字第61號,嘉義縣布袋鎮興中里博愛1街,,,
北市獸業字第390號,臺北市文山區羅斯福路6段89號1樓,,,
苗縣獸開字第97029號,公館鄉通明街30號,,,
中市獸醫師開字第66號,台中市西區五廊街63號,,,
高縣獸醫開字第364號,高雄市旗山區延平一路351號,,,
北市獸業字第389號,臺北市大安區羅斯福路3段65號3樓之1,,,
屏獸開字第90號,屏東市建豐路181號,,,
